billing_code,name,description,provider_reference_0,negotiated_rate_0_0,billing_class_0_0,negotiated_rate_0_1,billing_class_0_1,negotiated_rate_0_2,billing_class_0_2,negotiated_rate_0_3,billing_class_0_3,negotiated_rate_0_4,billing_class_0_4,negotiated_rate_0_5,billing_class_0_5,provider_reference_1,negotiated_rate_1_0,billing_class_1_0,negotiated_rate_1_1,billing_class_1_1,negotiated_rate_1_2,billing_class_1_2,negotiated_rate_1_3,billing_class_1_3,negotiated_rate_1_4,billing_class_1_4,negotiated_rate_1_5,billing_class_1_5,provider_reference_2,negotiated_rate_2_0,billing_class_2_0,negotiated_rate_2_1,billing_class_2_1,negotiated_rate_2_2,billing_class_2_2,negotiated_rate_2_3,billing_class_2_3,negotiated_rate_2_4,billing_class_2_4,negotiated_rate_2_5,billing_class_2_5,provider_reference_3,negotiated_rate_3_0,billing_class_3_0,negotiated_rate_3_1,billing_class_3_1,negotiated_rate_3_2,billing_class_3_2,negotiated_rate_3_3,billing_class_3_3,negotiated_rate_3_4,billing_class_3_4,negotiated_rate_3_5,billing_class_3_5,provider_reference_4,negotiated_rate_4_0,billing_class_4_0,negotiated_rate_4_1,billing_class_4_1,negotiated_rate_4_2,billing_class_4_2,negotiated_rate_4_3,billing_class_4_3,negotiated_rate_4_4,billing_class_4_4,negotiated_rate_4_5,billing_class_4_5,negotiated_rate_4_6,billing_class_4_6,provider_reference_5,negotiated_rate_5_0,billing_class_5_0,negotiated_rate_5_1,billing_class_5_1,negotiated_rate_5_2,billing_class_5_2,negotiated_rate_5_3,billing_class_5_3,negotiated_rate_5_4,billing_class_5_4,provider_reference_6,negotiated_rate_6_0,billing_class_6_0,negotiated_rate_6_1,billing_class_6_1,negotiated_rate_6_2,billing_class_6_2,negotiated_rate_6_3,billing_class_6_3,provider_reference_7,negotiated_rate_7_0,billing_class_7_0,negotiated_rate_7_1,billing_class_7_1,negotiated_rate_7_2,billing_class_7_2,negotiated_rate_7_3,billing_class_7_3,negotiated_rate_7_4,billing_class_7_4,provider_reference_8,negotiated_rate_8_0,billing_class_8_0,negotiated_rate_8_1,billing_class_8_1,negotiated_rate_8_2,billing_class_8_2,provider_reference_9,negotiated_rate_9_0,billing_class_9_0,negotiated_rate_9_1,billing_class_9_1,provider_reference_10,negotiated_rate_10_0,billing_class_10_0,negotiated_rate_10_1,billing_class_10_1,provider_reference_11,negotiated_rate_11_0,billing_class_11_0,negotiated_rate_11_1,billing_class_11_1,negotiated_rate_11_2,billing_class_11_2,negotiated_rate_11_3,billing_class_11_3,provider_reference_12,negotiated_rate_12_0,billing_class_12_0,negotiated_rate_12_1,billing_class_12_1,provider_reference_13,negotiated_rate_13_0,billing_class_13_0,provider_reference_14,negotiated_rate_14_0,billing_class_14_0,negotiated_rate_14_1,billing_class_14_1,provider_reference_15,negotiated_rate_15_0,billing_class_15_0,negotiated_rate_15_1,billing_class_15_1,provider_reference_16,negotiated_rate_16_0,billing_class_16_0,provider_reference_17,negotiated_rate_17_0,billing_class_17_0,negotiated_rate_17_1,billing_class_17_1,provider_reference_18,negotiated_rate_18_0,billing_class_18_0,negotiated_rate_18_1,billing_class_18_1,provider_reference_19,negotiated_rate_19_0,billing_class_19_0,provider_reference_20,negotiated_rate_20_0,billing_class_20_0,negotiated_rate_20_1,billing_class_20_1,provider_reference_21,negotiated_rate_21_0,billing_class_21_0,provider_reference_22,negotiated_rate_22_0,billing_class_22_0,provider_reference_23,negotiated_rate_23_0,billing_class_23_0,provider_reference_24,negotiated_rate_24_0,billing_class_24_0,provider_reference_25,negotiated_rate_25_0,billing_class_25_0,negotiated_rate_25_1,billing_class_25_1,provider_reference_26,negotiated_rate_26_0,billing_class_26_0,negotiated_rate_26_1,billing_class_26_1,provider_reference_27,negotiated_rate_27_0,billing_class_27_0,negotiated_rate_27_1,billing_class_27_1,provider_reference_28,negotiated_rate_28_0,billing_class_28_0,negotiated_rate_28_1,billing_class_28_1,provider_reference_29,negotiated_rate_29_0,billing_class_29_0,negotiated_rate_29_1,billing_class_29_1,provider_reference_30,negotiated_rate_30_0,billing_class_30_0,provider_reference_31,negotiated_rate_31_0,billing_class_31_0,negotiated_rate_31_1,billing_class_31_1,provider_reference_32,negotiated_rate_32_0,billing_class_32_0,negotiated_rate_32_1,billing_class_32_1,provider_reference_33,negotiated_rate_33_0,billing_class_33_0,provider_reference_34,negotiated_rate_34_0,billing_class_34_0,provider_reference_35,negotiated_rate_35_0,billing_class_35_0,provider_reference_36,negotiated_rate_36_0,billing_class_36_0,provider_reference_37,negotiated_rate_37_0,billing_class_37_0,provider_reference_38,negotiated_rate_38_0,billing_class_38_0,provider_reference_39,negotiated_rate_39_0,billing_class_39_0,negotiated_rate_39_1,billing_class_39_1,provider_reference_40,negotiated_rate_40_0,billing_class_40_0,provider_reference_41,negotiated_rate_41_0,billing_class_41_0,provider_reference_42,negotiated_rate_42_0,billing_class_42_0,provider_reference_43,negotiated_rate_43_0,billing_class_43_0,provider_reference_44,negotiated_rate_44_0,billing_class_44_0,provider_reference_45,negotiated_rate_45_0,billing_class_45_0,provider_reference_46,negotiated_rate_46_0,billing_class_46_0,provider_reference_47,negotiated_rate_47_0,billing_class_47_0,provider_reference_48,negotiated_rate_48_0,billing_class_48_0,provider_reference_49,negotiated_rate_49_0,billing_class_49_0,provider_reference_50,negotiated_rate_50_0,billing_class_50_0,provider_reference_51,negotiated_rate_51_0,billing_class_51_0,provider_reference_52,negotiated_rate_52_0,billing_class_52_0,provider_reference_53,negotiated_rate_53_0,billing_class_53_0,provider_reference_54,negotiated_rate_54_0,billing_class_54_0,provider_reference_55,negotiated_rate_55_0,billing_class_55_0,provider_reference_56,negotiated_rate_56_0,billing_class_56_0,negotiated_rate_56_1,billing_class_56_1,provider_reference_57,negotiated_rate_57_0,billing_class_57_0,provider_reference_58,negotiated_rate_58_0,billing_class_58_0,provider_reference_59,negotiated_rate_59_0,billing_class_59_0,provider_reference_60,negotiated_rate_60_0,billing_class_60_0,provider_reference_61,negotiated_rate_61_0,billing_class_61_0
11602,EXC TR-EXT MAL+MARG 1.1-2 CM,EXC TR-EXT MAL+MARG 1.1-2 CM,3628,111.61,professional,,,,,,,,,,,2760,834.16,institutional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64721,CARPAL TUNNEL SURGERY,CARPAL TUNNEL SURGERY,2571,611.96,professional,,,,,,,,,,,2760,1299,institutional,3052.19,institutional,,,,,,,,,4048,610.42,professional,,,,,,,,,,,8141,610.42,professional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97014,ELECTRIC STIMULATION THERAPY,ELECTRIC STIMULATION THERAPY,1746,11.15,professional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10060,DRAINAGE OF SKIN ABSCESS,DRAINAGE OF SKIN ABSCESS,2760,355.6,institutional,,,,,,,,,,,8248,144.47,professional,,,,,,,,,,,4760,122.8,professional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90707,MMR VACCINE SC,MMR VACCINE SC,2760,36.79,institutional,53.26,institutional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99205,OFFICE O/P NEW HI 60-74 MIN,OFFICE O/P NEW HI 60-74 MIN,6453,247.65,professional,,,,,,,,,,,102,259.08,professional,,,,,,,,,,,1988,259.08,professional,,,,,,,,,,,5307,259.08,professional,,,,,,,,,,,5387,259.88,professional,,,,,,,,,,,,,7137,259.88,professional,,,,,,,,,37,308.75,professional,,,,,,,5387,308.68,professional,,,,,,,,,2015,86.09,professional,,,,,669,86.09,professional,,,7615,259.3,professional,,,8649,291.35,professional,,,,,,,6640,259.35,professional,,,4760,219.99,professional,2571,258.28,professional,,,37,258.28,professional,,,4108,258.28,professional,2437,258.68,professional,,,3871,155.05,professional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92133,CMPTR OPHTH IMG OPTIC NERVE,CMPTR OPHTH IMG OPTIC NERVE,608,30.13,professional,,,,,,,,,,,2760,191.15,institutional,30.54,institutional,37.3,institutional,,,,,,,5856,30.06,professional,,,,,,,,,,,5935,30.06,professional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73660,X-RAY EXAM OF TOE(S),X-RAY EXAM OF TOE(S),2760,92.27,institutional,,,,,,,,,,,1988,9.21,professional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73600,X-RAY EXAM OF ANKLE,X-RAY EXAM OF ANKLE,1988,11.62,professional,,,,,,,,,,,2760,52.95,institutional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17000,DESTRUCT PREMALG LESION,DESTRUCT PREMALG LESION,2760,68.5,institutional,,,,,,,,,,,1982,52.17,professional,,,,,,,,,,,3628,75,professional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90833,PSYTX W PT W E/M 30 MIN,PSYTX W PT W E/M 30 MIN,4760,75,professional,,,,,,,,,,,5387,75,professional,,,,,,,,,,,8649,93.65,professional,,,,,,,,,,,6453,79.64,professional,,,,,,,,,,,2760,65.74,institutional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96374,THER/PROPH/DIAG INJ IV PUSH,THER/PROPH/DIAG INJ IV PUSH,2760,210.14,institutional,220.82,institutional,285.53,institutional,317.97,institutional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93320,DOPPLER ECHO EXAM HEART,DOPPLER ECHO EXAM HEART,5307,25.04,professional,,,,,,,,,,,5856,25.04,professional,,,,,,,,,,,669,25.14,professional,,,,,,,,,,,2760,403.32,institutional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20605,DRAIN/INJ JOINT/BURSA W/O US,DRAIN/INJ JOINT/BURSA W/O US,2760,623.85,institutional,,,,,,,,,,,8141,52.61,professional,,,,,,,,,,,2571,53.05,professional,,,,,,,,,,,8246,26.52,professional,,,,,,,,,,,4760,45.09,professional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77387,GUIDANCE FOR RADJ TX DLVR,GUIDANCE FOR RADJ TX DLVR,2760,447.86,institutional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84439,ASSAY OF FREE THYROXINE,ASSAY OF FREE THYROXINE,2512,6.99,professional,,,,,,,,,,,2760,15.47,institutional,19.26,institutional,21.39,institutional,25.63,institutional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76815,OB US LIMITED FETUS(S),OB US LIMITED FETUS(S),2760,107.59,institutional,,,,,,,,,,,8144,44.73,professional,,,,,,,,,,,1988,45.02,professional,,,,,,,,,,,571,26.72,professional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81025,URINE PREGNANCY TEST,URINE PREGNANCY TEST,2760,19.81,institutional,21.77,institutional,22.15,institutional,27.13,institutional,57.12,institutional,,,1737,5.6,professional,,,,,,,,,,,5073,5.6,professional,,,,,,,,,,,37,12.22,professional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92002,EYE EXAM NEW PATIENT,EYE EXAM NEW PATIENT,608,32.7,professional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90732,PPSV23 VACC 2 YRS+ SUBQ/IM,PPSV23 VACC 2 YRS+ SUBQ/IM,1982,162,professional,,,,,,,,,,,4760,162,professional,,,,,,,,,,,5307,162,professional,,,,,,,,,,,2036,68.42,professional,,,,,,,,,,,3876,68.42,professional,,,,,,,,,,,,,2760,159.38,institutional,49.97,institutional,57.47,institutional,66.1,institutional,90.26,institutional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58558,HYSTEROSCOPY BIOPSY,HYSTEROSCOPY BIOPSY,2760,4735.02,institutional,,,,,,,,,,,8144,329.2,professional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97112,NEUROMUSCULAR REEDUCATION,NEUROMUSCULAR REEDUCATION,2760,57.59,institutional,60.12,institutional,,,,,,,,,2760,59.24,institutional,,,,,,,,,,,5980,47.77,professional,,,,,,,,,,,1141,47.62,professional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87088,URINE BACTERIA CULTURE,URINE BACTERIA CULTURE,6147,6.52,professional,,,,,,,,,,,6485,6.39,professional,,,,,,,,,,,2760,12.84,institutional,16.15,institutional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87491,CHLMYD TRACH DNA AMP PROBE,CHLMYD TRACH DNA AMP PROBE,2512,27.16,professional,,,,,,,,,,,6485,27.58,professional,,,,,,,,,,,6147,28.26,professional,,,,,,,,,,,2760,37.72,institutional,41.76,institutional,45.04,institutional,65.09,institutional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85025,COMPLETE CBC W/AUTO DIFF WBC,COMPLETE CBC W/AUTO DIFF WBC,2760,16.68,institutional,18.04,institutional,20.2,institutional,21.1,institutional,25.01,institutional,6.69,institutional,6485,6.14,professional,,,,,,,,,,,2867,23.03,institutional,,,,,,,,,,,6147,6.25,professional,,,,,,,,,,,2512,6.03,professional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73721,MRI JNT OF LWR EXTRE W/O DYE,MRI JNT OF LWR EXTRE W/O DYE,2760,785.47,institutional,802.24,institutional,,,,,,,,,2521,700,professional,,,,,,,,,,,1988,92.8,professional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64493,INJ PARAVERT F JNT L/S 1 LEV,INJ PARAVERT F JNT L/S 1 LEV,308,95.49,professional,,,,,,,,,,,2760,826.27,institutional,,,,,,,,,,,165,94.9,professional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82950,GLUCOSE TEST,GLUCOSE TEST,2760,10.21,institutional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77067,SCR MAMMO BI INCL CAD,SCR MAMMO BI INCL CAD,2760,104.8,institutional,105.8,institutional,106.47,institutional,,,,,,,1988,139.07,professional,47.51,professional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
